rank,produto,cycle,pass,tile,data_inicio,data_fim,tamanho_mb,n_exutorios_dentro,distancia_min_m,distancia_mediana_m,tipo_geometria_usada,granule_id,download_url,motivo_rank
572,LAKESP,045,227,SA,2026-02-01T08:40:56Z,2026-02-01T08:49:43Z,9.002312660217285,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_045_227_SA_20260201T084056_20260201T084943_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_045_227_SA_20260201T084056_20260201T084943_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
573,LAKESP,045,158,SA,2026-01-29T21:38:31Z,2026-01-29T21:47:45Z,7.169153213500977,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_045_158_SA_20260129T213831_20260129T214745_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_045_158_SA_20260129T213831_20260129T214745_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
574,LAKESP,045,130,SA,2026-01-28T21:39:06Z,2026-01-28T21:46:33Z,10.283577919006348,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_045_130_SA_20260128T213906_20260128T214633_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_045_130_SA_20260128T213906_20260128T214633_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
575,LAKESP,044,533,SA,2026-01-22T10:18:18Z,2026-01-22T10:27:33Z,10.54340934753418,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_044_533_SA_20260122T101818_20260122T102733_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_044_533_SA_20260122T101818_20260122T102733_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
576,LAKESP,044,505,SA,2026-01-21T10:18:51Z,2026-01-21T10:26:41Z,6.090750694274902,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_044_505_SA_20260121T101851_20260121T102641_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_044_505_SA_20260121T101851_20260121T102641_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
577,LAKESP,044,436,SA,2026-01-18T23:16:01Z,2026-01-18T23:24:27Z,8.966926574707031,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_044_436_SA_20260118T231601_20260118T232427_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_044_436_SA_20260118T231601_20260118T232427_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
578,LAKESP,044,436,SA,2026-01-18T23:16:01Z,2026-01-18T23:24:27Z,8.966320991516113,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_044_436_SA_20260118T231601_20260118T232427_PID0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_044_436_SA_20260118T231601_20260118T232427_PID0_02.zip,13 exutorios dentro/intersectando a geometria do granulo.
579,LAKESP,044,408,SA,2026-01-17T23:16:48Z,2026-01-17T23:23:38Z,3.6499271392822266,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_044_408_SA_20260117T231647_20260117T232338_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_044_408_SA_20260117T231647_20260117T232338_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
580,LAKESP,044,255,SA,2026-01-12T11:55:22Z,2026-01-12T12:05:29Z,12.099872589111328,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_044_255_SA_20260112T115522_20260112T120529_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_044_255_SA_20260112T115522_20260112T120529_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
581,LAKESP,044,227,SA,2026-01-11T11:55:52Z,2026-01-11T12:04:38Z,10.038288116455078,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_044_227_SA_20260111T115552_20260111T120438_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_044_227_SA_20260111T115552_20260111T120438_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
582,LAKESP,044,158,SA,2026-01-09T00:53:27Z,2026-01-09T01:02:40Z,6.841858863830566,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_044_158_SA_20260109T005327_20260109T010240_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_044_158_SA_20260109T005327_20260109T010240_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
583,LAKESP,044,130,SA,2026-01-08T00:54:02Z,2026-01-08T01:01:29Z,10.338570594787598,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_044_130_SA_20260108T005402_20260108T010129_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_044_130_SA_20260108T005402_20260108T010129_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
584,LAKESP,043,533,SA,2026-01-01T13:33:14Z,2026-01-01T13:42:29Z,12.469303131103516,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_043_533_SA_20260101T133314_20260101T134229_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_043_533_SA_20260101T133314_20260101T134229_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
585,LAKESP,043,505,SA,2025-12-31T13:33:47Z,2025-12-31T13:41:37Z,6.185827255249023,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_043_505_SA_20251231T133347_20251231T134137_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_043_505_SA_20251231T133347_20251231T134137_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
586,LAKESP,043,505,SA,2025-12-31T13:33:47Z,2025-12-31T13:41:37Z,6.185216903686523,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_043_505_SA_20251231T133347_20251231T134137_PID0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_043_505_SA_20251231T133347_20251231T134137_PID0_02.zip,13 exutorios dentro/intersectando a geometria do granulo.
587,LAKESP,043,436,SA,2025-12-29T02:30:58Z,2025-12-29T02:39:23Z,8.72978401184082,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_043_436_SA_20251229T023058_20251229T023923_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_043_436_SA_20251229T023058_20251229T023923_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
588,LAKESP,043,408,SA,2025-12-28T02:31:44Z,2025-12-28T02:38:34Z,3.7793750762939453,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_043_408_SA_20251228T023144_20251228T023834_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_043_408_SA_20251228T023144_20251228T023834_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
589,LAKESP,043,227,SA,2025-12-21T15:10:47Z,2025-12-21T15:19:33Z,10.502754211425781,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_043_227_SA_20251221T151047_20251221T151933_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_043_227_SA_20251221T151047_20251221T151933_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
590,LAKESP,043,130,SA,2025-12-18T04:08:56Z,2025-12-18T04:16:23Z,10.18285846710205,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_043_130_SA_20251218T040856_20251218T041623_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_043_130_SA_20251218T040856_20251218T041623_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
591,LAKESP,042,533,SA,2025-12-11T16:48:07Z,2025-12-11T16:57:22Z,13.64663314819336,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_042_533_SA_20251211T164807_20251211T165722_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_042_533_SA_20251211T164807_20251211T165722_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
592,LAKESP,042,505,SA,2025-12-10T16:48:41Z,2025-12-10T16:56:30Z,7.042173385620117,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_042_505_SA_20251210T164841_20251210T165630_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_042_505_SA_20251210T164841_20251210T165630_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
593,LAKESP,042,436,SA,2025-12-08T05:45:51Z,2025-12-08T05:54:17Z,7.875369071960449,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_042_436_SA_20251208T054551_20251208T055417_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_042_436_SA_20251208T054551_20251208T055417_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
594,LAKESP,042,436,SA,2025-12-08T05:45:51Z,2025-12-08T05:54:17Z,7.875362396240234,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_042_436_SA_20251208T054551_20251208T055417_PID0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_042_436_SA_20251208T054551_20251208T055417_PID0_02.zip,13 exutorios dentro/intersectando a geometria do granulo.
595,LAKESP,042,408,SA,2025-12-07T05:46:38Z,2025-12-07T05:53:28Z,3.816126823425293,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_042_408_SA_20251207T054638_20251207T055328_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_042_408_SA_20251207T054638_20251207T055328_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
596,LAKESP,042,255,SA,2025-12-01T18:25:12Z,2025-12-01T18:35:19Z,12.596445083618164,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_042_255_SA_20251201T182512_20251201T183519_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_042_255_SA_20251201T182512_20251201T183519_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
597,LAKESP,042,227,SA,2025-11-30T18:25:42Z,2025-11-30T18:34:29Z,9.827995300292969,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_042_227_SA_20251130T182542_20251130T183429_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_042_227_SA_20251130T182542_20251130T183429_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
598,LAKESP,042,158,SA,2025-11-28T07:23:17Z,2025-11-28T07:32:31Z,3.583632469177246,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_042_158_SA_20251128T072317_20251128T073231_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_042_158_SA_20251128T072317_20251128T073231_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
599,LAKESP,042,130,SA,2025-11-27T07:23:52Z,2025-11-27T07:31:19Z,7.755542755126953,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_042_130_SA_20251127T072352_20251127T073119_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_042_130_SA_20251127T072352_20251127T073119_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
600,LAKESP,041,533,SA,2025-11-20T20:03:04Z,2025-11-20T20:12:19Z,11.837715148925781,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_041_533_SA_20251120T200304_20251120T201219_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_041_533_SA_20251120T200304_20251120T201219_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
601,LAKESP,041,505,SA,2025-11-19T20:03:38Z,2025-11-19T20:11:27Z,6.099906921386719,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_041_505_SA_20251119T200338_20251119T201127_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_041_505_SA_20251119T200338_20251119T201127_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
602,LAKESP,041,436,SA,2025-11-17T09:00:48Z,2025-11-17T09:09:14Z,7.8730669021606445,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_041_436_SA_20251117T090048_20251117T090914_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_041_436_SA_20251117T090048_20251117T090914_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
603,LAKESP,041,408,SA,2025-11-16T09:01:34Z,2025-11-16T09:08:24Z,3.70920467376709,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_041_408_SA_20251116T090134_20251116T090824_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_041_408_SA_20251116T090134_20251116T090824_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
604,LAKESP,041,255,SA,2025-11-10T21:40:08Z,2025-11-10T21:50:15Z,11.528141021728516,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_041_255_SA_20251110T214008_20251110T215015_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_041_255_SA_20251110T214008_20251110T215015_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
605,LAKESP,041,255,SA,2025-11-10T21:40:08Z,2025-11-10T21:50:15Z,11.539677619934082,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_041_255_SA_20251110T214008_20251110T215015_PID0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_041_255_SA_20251110T214008_20251110T215015_PID0_02.zip,13 exutorios dentro/intersectando a geometria do granulo.
606,LAKESP,041,227,SA,2025-11-09T21:40:39Z,2025-11-09T21:49:25Z,9.3143949508667,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_041_227_SA_20251109T214039_20251109T214925_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_041_227_SA_20251109T214039_20251109T214925_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
607,LAKESP,041,158,SA,2025-11-07T10:38:14Z,2025-11-07T10:47:27Z,7.361634254455566,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_041_158_SA_20251107T103814_20251107T104727_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_041_158_SA_20251107T103814_20251107T104727_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
608,LAKESP,041,130,SA,2025-11-06T10:38:49Z,2025-11-06T10:45:23Z,8.096659660339355,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_041_130_SA_20251106T103849_20251106T104523_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_041_130_SA_20251106T103849_20251106T104523_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
609,LAKESP,040,533,SA,2025-10-30T23:18:01Z,2025-10-30T23:27:16Z,10.783029556274414,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_040_533_SA_20251030T231801_20251030T232716_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_040_533_SA_20251030T231801_20251030T232716_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
610,LAKESP,040,505,SA,2025-10-29T23:18:35Z,2025-10-29T23:26:24Z,5.8344526290893555,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_040_505_SA_20251029T231835_20251029T232624_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_040_505_SA_20251029T231835_20251029T232624_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
611,LAKESP,040,436,SA,2025-10-27T12:15:45Z,2025-10-27T12:24:11Z,10.233238220214844,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_040_436_SA_20251027T121545_20251027T122411_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_040_436_SA_20251027T121545_20251027T122411_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
612,LAKESP,040,408,SA,2025-10-26T12:16:31Z,2025-10-26T12:23:22Z,4.537945747375488,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_040_408_SA_20251026T121631_20251026T122322_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_040_408_SA_20251026T121631_20251026T122322_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
613,LAKESP,040,255,SA,2025-10-21T00:55:05Z,2025-10-21T01:05:12Z,12.343731880187988,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_040_255_SA_20251021T005505_20251021T010512_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_040_255_SA_20251021T005505_20251021T010512_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
614,LAKESP,040,227,SA,2025-10-20T00:55:35Z,2025-10-20T01:04:21Z,9.912878036499023,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_040_227_SA_20251020T005535_20251020T010421_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_040_227_SA_20251020T005535_20251020T010421_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
615,LAKESP,040,158,SA,2025-10-17T13:53:09Z,2025-10-17T14:02:23Z,8.328500747680664,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_040_158_SA_20251017T135309_20251017T140223_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_040_158_SA_20251017T135309_20251017T140223_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
616,LAKESP,040,158,SA,2025-10-17T13:53:09Z,2025-10-17T14:02:23Z,8.329066276550293,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_040_158_SA_20251017T135309_20251017T140223_PID0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_040_158_SA_20251017T135309_20251017T140223_PID0_02.zip,13 exutorios dentro/intersectando a geometria do granulo.
617,LAKESP,040,158,SA,2025-10-17T13:53:09Z,2025-10-17T14:02:23Z,8.327679634094238,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_040_158_SA_20251017T135309_20251017T140223_PID0_03,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_040_158_SA_20251017T135309_20251017T140223_PID0_03.zip,13 exutorios dentro/intersectando a geometria do granulo.
618,LAKESP,040,130,SA,2025-10-16T13:53:44Z,2025-10-16T14:01:11Z,12.160210609436035,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_040_130_SA_20251016T135344_20251016T140111_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_040_130_SA_20251016T135344_20251016T140111_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
619,LAKESP,039,533,SA,2025-10-10T02:32:54Z,2025-10-10T02:42:10Z,10.675030708312988,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_039_533_SA_20251010T023254_20251010T024210_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_039_533_SA_20251010T023254_20251010T024210_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
620,LAKESP,039,505,SA,2025-10-09T02:33:28Z,2025-10-09T02:41:18Z,6.329092025756836,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_039_505_SA_20251009T023328_20251009T024118_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_039_505_SA_20251009T023328_20251009T024118_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
621,LAKESP,039,436,SA,2025-10-06T15:30:39Z,2025-10-06T15:39:05Z,11.332958221435547,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_039_436_SA_20251006T153039_20251006T153905_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_039_436_SA_20251006T153039_20251006T153905_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
622,LAKESP,039,408,SA,2025-10-05T15:31:25Z,2025-10-05T15:38:16Z,4.6112470626831055,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_039_408_SA_20251005T153125_20251005T153816_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_039_408_SA_20251005T153125_20251005T153816_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
623,LAKESP,039,255,SA,2025-09-30T04:09:59Z,2025-09-30T04:20:06Z,11.319070816040039,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_039_255_SA_20250930T040959_20250930T042006_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_039_255_SA_20250930T040959_20250930T042006_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
624,LAKESP,039,227,SA,2025-09-29T04:10:29Z,2025-09-29T04:19:15Z,8.536846160888672,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_039_227_SA_20250929T041029_20250929T041915_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_039_227_SA_20250929T041029_20250929T041915_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
625,LAKESP,039,158,SA,2025-09-26T17:08:04Z,2025-09-26T17:17:17Z,9.090197563171387,13,0.0,0.0,bounding_box,SWOT_L2_HR_LakeSP_Prior_039_158_SA_20250926T170804_20250926T171717_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_LakeSP_D/SWOT_L2_HR_LakeSP_Prior_039_158_SA_20250926T170804_20250926T171717_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
